Ime,Leto,Velikost,Cena,Regija
PIRAN,1980,125.0,350000.0,juzna-primorska
PIRAN,1900,130.0,397000.0,juzna-primorska
PIRAN,1900,130.0,397000.0,juzna-primorska
"PIRAN, 1. VRSTA",1850,91.1,369000.0,juzna-primorska
"PIRAN, 1. VRSTA OD MORJA",1890,60.0,400000.0,juzna-primorska
"PIRAN, BLIŽINA TRGA 1. MAJA",1800,111.4,250000.0,juzna-primorska
"PIRAN, LUCIJA, BLIŽINA MARINE PORTOROŽ",1971,30.0,129000.0,juzna-primorska
"PIRAN, PRVA VRSTA OB MORJU",1890,50.8,299000.0,juzna-primorska
"PIRAN, PUNTA",1920,35.4,229000.0,juzna-primorska
"PIRAN, PUNTA",1920,36.0,229000.0,juzna-primorska
"PIRAN, TOMŠIČEVA",2016,19.5,139000.0,juzna-primorska
"PIRAN, TRG BRATSTVA",1900,153.4,350000.0,juzna-primorska
"PIRAN, TRG PRVEGA MAJA",1800,80.0,208000.0,juzna-primorska
"PIRAN, V BLIŽINI TARTINIJEVEGA TRGA",1900,140.0,520000.0,juzna-primorska
PLAVJE,2010,87.19,284000.0,juzna-primorska
"PLAVJE, ŠKOFIJE, KOPER",2008,241.11,439000.0,juzna-primorska
PORTOROŽ,2007,22.1,155000.0,juzna-primorska
PORTOROŽ,1971,35.1,200000.0,juzna-primorska
PORTOROŽ,1980,39.0,136000.0,juzna-primorska
PORTOROŽ,1995,43.2,230000.0,juzna-primorska
PORTOROŽ,1972,56.0,278000.0,juzna-primorska
PORTOROŽ,2009,57.6,520000.0,juzna-primorska
PORTOROŽ,1920,57.9,470000.0,juzna-primorska
PORTOROŽ,1920,60.0,470000.0,juzna-primorska
PORTOROŽ,1920,60.0,470000.0,juzna-primorska
PORTOROŽ,1990,65.0,499000.0,juzna-primorska
PORTOROŽ,1809,66.1,390000.0,juzna-primorska
PORTOROŽ,1920,68.0,300000.0,juzna-primorska
PORTOROŽ,1920,75.1,280000.0,juzna-primorska
PORTOROŽ,1996,83.8,690000.0,juzna-primorska
PORTOROŽ,1996,83.8,690000.0,juzna-primorska
PORTOROŽ,1996,83.8,690000.0,juzna-primorska
PORTOROŽ,2009,84.8,620000.0,juzna-primorska
PORTOROŽ,1920,90.0,430000.0,juzna-primorska
PORTOROŽ,1920,90.0,430000.0,juzna-primorska
PORTOROŽ,1905,100.0,650000.0,juzna-primorska
PORTOROŽ,1905,100.0,650000.0,juzna-primorska
PORTOROŽ,1920,100.0,430000.0,juzna-primorska
PORTOROŽ,1905,120.0,770000.0,juzna-primorska
PORTOROŽ,1905,120.0,770000.0,juzna-primorska
PORTOROŽ,1990,141.4,499000.0,juzna-primorska
PORTOROŽ,2008,146.0,690000.0,juzna-primorska
PORTOROŽ,2008,146.1,690000.0,juzna-primorska
PORTOROŽ,2008,146.1,690000.0,juzna-primorska
PORTOROŽ,1970,146.3,360000.0,juzna-primorska
PORTOROŽ,2019,150.0,690000.0,juzna-primorska
PORTOROŽ,2002,160.0,583000.0,juzna-primorska
PORTOROŽ,1920,184.5,600000.0,juzna-primorska
PORTOROŽ,1905,250.0,1470000.0,juzna-primorska
PORTOROŽ,1905,250.0,1470000.0,juzna-primorska
"PORTOROŽ, BELOKRIŠKA CESTA 6",2008,111.7,527000.0,juzna-primorska
"PORTOROŽ, LUCAN",1980,133.1,560000.0,juzna-primorska
"PORTOROŽ, PARECAG",1900,81.5,230000.0,juzna-primorska
"PORTOROŽ, SEČA",1900,69.4,328000.0,juzna-primorska
"PORTOROŽ, SEČA",1995,150.0,420000.0,juzna-primorska
"PORTOROŽ, ZA AVDITORIJEM",1972,50.5,230000.0,juzna-primorska
SEČA,2007,85.6,298000.0,juzna-primorska
SEČA,1971,150.0,625000.0,juzna-primorska
SEČA,1971,150.0,625000.0,juzna-primorska
"SEČA, BLIŽINA KRAJINSKEGA PARKA",1900,125.4,327000.0,juzna-primorska
"SEČOVLJE, BLIŽINA OSNOVNE ŠOLE",1959,70.6,228000.0,juzna-primorska
SEŽANA,1977,41.5,115000.0,juzna-primorska
SEŽANA,1806,49.6,97000.0,juzna-primorska
SEŽANA,1989,70.4,149000.0,juzna-primorska
SEŽANA,2002,75.0,150000.0,juzna-primorska
"SEŽANA, CENTER",1967,61.6,155000.0,juzna-primorska
"SEŽANA, CENTER - PRI KNJIŽNICI",1969,74.0,170000.0,juzna-primorska
"SEŽANA, PRI KNJIŽNICI S. KOSOVELA",1991,72.0,150000.0,juzna-primorska
"SEŽANA, SEZANA",2008,40.0,70000.0,juzna-primorska
SPODNJE ŠKOFIJE,2014,67.0,220000.0,juzna-primorska
SV. ANTON,2001,55.0,144000.0,juzna-primorska
SV. ANTON,2008,125.8,250000.0,juzna-primorska
SVETO,2024,86.0,4000.0,juzna-primorska
SVETO,1700,99.1,4200.0,juzna-primorska
ŠALARA,2005,76.3,270000.0,juzna-primorska
"ŠALARA, ŠMARSKA CESTA",1987,54.5,219000.0,juzna-primorska
ŠMARJE,2008,58.0,178000.0,juzna-primorska
"ŠMARJE, CENTER",1940,43.1,140000.0,juzna-primorska
ZGORNJE ŠKOFIJE,1985,144.0,288000.0,juzna-primorska
"ZGORNJE ŠKOFIJE, Z VRTOM",1985,140.0,288000.0,juzna-primorska
FOJANA,2023,163.0,2250.0,severna-primorska
AJDOVŠČINA,1925,49.7,95000.0,severna-primorska
AJDOVŠČINA,2022,72.9,230000.0,severna-primorska
AJDOVŠČINA,2022,81.9,250000.0,severna-primorska
AJDOVŠČINA,2022,87.0,262581.0,severna-primorska
AJDOVŠČINA,2009,656.6,440000.0,severna-primorska
BATUJE,2022,136.1,290000.0,severna-primorska
"BAVŠICA, KANINSKA VAS",1980,68.0,198000.0,severna-primorska
BOVEC,1989,44.67,150000.0,severna-primorska
BOVEC,1972,58.0,129000.0,severna-primorska
BOVEC,1925,115.98,149000.0,severna-primorska
GRADIŠČE NAD PRVAČINO,2001,120.2,142000.0,severna-primorska
KANAL,1973,53.0,107000.0,severna-primorska
KANAL,1880,152.0,135000.0,severna-primorska
MIREN,1930,55.28,105000.0,severna-primorska
"MOST NA SOČI, KLAVŽE",1930,95.6,100000.0,severna-primorska
NOVA GORICA,1980,30.0,105000.0,severna-primorska
NOVA GORICA,1969,33.4,102000.0,severna-primorska
NOVA GORICA,1960,52.0,140000.0,severna-primorska
NOVA GORICA,1976,72.5,195000.0,severna-primorska
NOVA GORICA,1975,75.0,175000.0,severna-primorska
NOVA GORICA,2013,85.5,300450.0,severna-primorska
NOVA GORICA,2008,89.0,280000.0,severna-primorska
NOVA GORICA,2007,89.5,285000.0,severna-primorska
NOVA GORICA,1962,104.0,179800.0,severna-primorska
"NOVA GORICA, CANKARJEVA ULICA",1977,69.0,190000.0,severna-primorska
"NOVA GORICA, CENTER NOVE GORICE",1964,63.6,162000.0,severna-primorska
"NOVA GORICA, LEDINE",1968,44.0,127000.0,severna-primorska
"NOVA GORICA, PRVOMAJSKA ULICA",2003,59.8,145000.0,severna-primorska
"NOVA GORICA, TOP LOKACIJA",1976,128.2,177000.0,severna-primorska
POLJUBINJ,2011,80.0,192600.0,severna-primorska
PRVAČINA,2011,60.47,125000.0,severna-primorska
PRVAČINA,1902,83.0,69000.0,severna-primorska
RENČE,2001,120.2,150000.0,severna-primorska
ROŽNA DOLINA,1947,39.0,69000.0,severna-primorska
SOLKAN,1920,229.0,225000.0,severna-primorska
ŠEMPETER PRI GORICI,1965,47.7,120000.0,severna-primorska
ŠEMPETER PRI GORICI,1965,56.4,130000.0,severna-primorska
ŠEMPETER PRI GORICI,1920,69.1,120000.0,severna-primorska
"ŠEMPETER PRI GORICI, VRTOJBENSKA CESTA 19",2013,54.0,139000.0,severna-primorska
TOLMIN,1965,98.5,160000.0,severna-primorska
CERKNICA,2001,45.5,100000.0,notranjska
CERKNICA,2009,46.0,120000.0,notranjska
CERKNICA,1985,62.0,147000.0,notranjska
"ILIRSKA BISTRICA, ROZMANOVA ULICA",1980,59.0,77000.0,notranjska
"PIVKA, SREDIŠČE.",1970,76.0,98000.0,notranjska
PLANINA,1976,40.6,117000.0,notranjska
POSTOJNA,2022,20.0,75000.0,notranjska
POSTOJNA,1960,27.1,75000.0,notranjska
POSTOJNA,1986,73.9,176000.0,notranjska
POSTOJNA,1971,74.3,143000.0,notranjska
POSTOJNA,1980,74.87,185000.0,notranjska
POSTOJNA,1966,74.9,169000.0,notranjska
POSTOJNA,1850,92.3,135000.0,notranjska
POSTOJNA,1930,101.1,199000.0,notranjska
POSTOJNA,2022,118.88,319600.0,notranjska
"POSTOJNA, CENTER POSTOJNE ST. 01",2021,183.21,248657.7,notranjska
"POSTOJNA, JAMSKA CESTA 3",1912,77.9,77900.0,notranjska
"POSTOJNA, KIDRIČEVO NASELJE",1968,19.2,79000.0,notranjska
"POSTOJNA, VOLARIČEVA 2",1965,60.0,155000.0,notranjska
"POSTOJNA, VOLARIČEVA ULICA",1986,73.7,178000.0,notranjska
PREM,1900,100.0,73000.0,notranjska
RAKEK,1995,100.7,175000.0,notranjska
RAKEK,1965,660.0,390.0,notranjska
"RAKEK, SLOVENIJA",1995,100.72,175000.0,notranjska
VELIKE BLOKE,1959,82.0,159000.0,notranjska
VELIKE BLOKE,1959,82.0,149000.0,notranjska
CELJE,1849,84.22,134000.0,savinjska
CELJE,2022,91.57,216796.31,savinjska
CELJE,2022,94.07,218417.46,savinjska
CELJE,2022,113.84,268270.62,savinjska
"CELJE, HUDINJA, MILČINSKEGA",1984,62.1,144000.0,savinjska
ŠOŠTANJ,1994,105.5,158500.0,savinjska
"ARCLIN, VOJNIK",2023,110.0,233000.0,savinjska
"ARCLIN, VOJNIK",1946,124.5,109000.0,savinjska
BREZNO,1890,70.3,35000.0,savinjska
BRODE,2022,40.81,148428.0,savinjska
BRODE,2023,67.89,210017.0,savinjska
BRODE,2022,106.58,335337.0,savinjska
BRODE,2022,107.25,339836.0,savinjska
BRODE,2023,107.65,149778.0,savinjska
BRODE,2023,214.35,480350.0,savinjska
CELJE,1967,18.8,58000.0,savinjska
CELJE,1967,23.4,56000.0,savinjska
CELJE,1925,23.76,58000.0,savinjska
CELJE,1962,29.0,86000.0,savinjska
CELJE,1977,32.0,79000.0,savinjska
CELJE,1964,35.6,95000.0,savinjska
CELJE,1975,40.6,99000.0,savinjska
CELJE,1962,44.3,112500.0,savinjska
CELJE,1961,44.6,99000.0,savinjska
CELJE,1974,46.0,84000.0,savinjska
CELJE,1971,52.2,120000.0,savinjska
CELJE,1960,53.0,118000.0,savinjska
CELJE,1966,53.0,154000.0,savinjska
CELJE,1964,54.2,127000.0,savinjska
CELJE,1974,55.0,130000.0,savinjska
CELJE,1974,55.0,130000.0,savinjska
CELJE,1990,55.0,190000.0,savinjska
CELJE,2016,56.0,96000.0,savinjska
CELJE,1986,56.5,111500.0,savinjska
CELJE,1964,60.0,135000.0,savinjska
CELJE,1981,62.5,165000.0,savinjska
CELJE,1971,65.2,147000.0,savinjska
CELJE,1964,66.0,149000.0,savinjska
CELJE,2003,66.0,175000.0,savinjska
CELJE,2023,68.0,178756.0,savinjska
CELJE,2023,68.45,181420.0,savinjska
CELJE,1975,70.0,159000.0,savinjska
CELJE,1950,70.0,135000.0,savinjska
CELJE,1964,71.6,129000.0,savinjska
CELJE,1850,71.8,135000.0,savinjska
CELJE,1961,72.3,209000.0,savinjska
CELJE,1890,72.4,139000.0,savinjska
CELJE,1980,73.47,133000.0,savinjska
CELJE,1920,74.2,171000.0,savinjska
CELJE,1976,74.4,172000.0,savinjska
CELJE,1978,77.0,219000.0,savinjska
CELJE,1972,77.0,135000.0,savinjska
CELJE,1981,78.0,177000.0,savinjska
CELJE,1959,81.5,138000.0,savinjska
CELJE,1979,81.6,175000.0,savinjska
CELJE,1858,81.6,139000.0,savinjska
CELJE,1959,83.2,138000.0,savinjska
CELJE,1960,83.2,165000.0,savinjska
CELJE,1953,83.5,229000.0,savinjska
CELJE,2023,84.7,166270.0,savinjska
CELJE,1957,86.9,163000.0,savinjska
CELJE,1895,87.6,147000.0,savinjska
CELJE,2023,89.6,238528.0,savinjska
CELJE,2023,90.05,234254.0,savinjska
CELJE,2022,91.57,216796.31,savinjska
CELJE,2022,91.72,219279.5,savinjska
CELJE,2022,93.14,220836.32,savinjska
CELJE,2023,95.7,217625.0,savinjska
CELJE,1905,97.8,129990.0,savinjska
CELJE,2023,109.0,211420.0,savinjska
CELJE,2022,113.47,264946.2,savinjska
CELJE,2022,131.39,305544.42,savinjska
CELJE,2022,131.39,305544.42,savinjska
CELJE,2001,142.6,245000.0,savinjska
CELJE,1900,146.0,134500.0,savinjska
CELJE,1900,146.0,157000.0,savinjska
CELJE,2022,154.9,344320.56,savinjska
CELJE,1993,216.0,258000.0,savinjska
"CELJE, BLIZU CENTRA 3, 5 SOBNO",1980,84.0,172900.0,savinjska
"CELJE, BREG",1870,117.2,155000.0,savinjska
"CELJE, BRODARJEVA ULICA",1930,128.0,186900.0,savinjska
"CELJE, CENTER",1850,37.1,83000.0,savinjska
"CELJE, CENTER",1958,63.4,149000.0,savinjska
"CELJE, CENTER",1964,76.2,190000.0,savinjska
"CELJE, CENTER",1900,95.0,194900.0,savinjska
"CELJE, CENTER",1900,121.0,192000.0,savinjska
"CELJE, CENTER / VRUNČEVA 1",1955,96.8,176600.0,savinjska
"CELJE, CENTER, GLAVNI TRG",1949,60.7,137000.0,savinjska
"CELJE, CENTER, GLAVNI TRG",1949,60.7,137000.0,savinjska
"CELJE, CENTER, GOSPOSKA",1849,41.0,100000.0,savinjska
"CELJE, CENTER, GOSPOSKA ULICA",1988,85.8,178000.0,savinjska
"CELJE, CENTER, GOSPOSKA ULICA",1988,85.8,178000.0,savinjska
"CELJE, CENTER, KREKOV TRG",1862,90.47,155000.0,savinjska
"CELJE, CENTER, KREKOV TRG",1862,90.47,155000.0,savinjska
"CELJE, CENTER, KREKOV TRG 7",1878,132.6,157000.0,savinjska
"CELJE, CENTER, KREKOV TRG 7",1878,132.6,157000.0,savinjska
"CELJE, DEČKOVO NASELJE",1962,144.5,149000.0,savinjska
"CELJE, DOLGO POLJE",1974,53.0,123000.0,savinjska
"CELJE, DRAPŠINOVA ULICA 13",1962,62.1,101000.0,savinjska
"CELJE, HUDINJA",1983,64.3,130000.0,savinjska
"CELJE, HUDINJA, ZRAVEN OSNOVNE SOLE",2017,73.36,180000.0,savinjska
"CELJE, IRŠ|ČEVA ULICA 12",2015,50.54,121000.0,savinjska
"CELJE, KOVINARSKA 15",1950,66.0,105000.0,savinjska
"CELJE, KOVINARSKA 16",1922,60.1,85000.0,savinjska
"CELJE, KS DOLGO POLJE",1954,85.08,169000.0,savinjska
"CELJE, LJUBLJANSKA CESTA 18A",2003,60.0,144000.0,savinjska
"CELJE, MILČINSKEGA ULICA",1983,36.0,85000.0,savinjska
"CELJE, NA ZELENICI",1974,70.0,175000.0,savinjska
"CELJE, NOVI TRG",2007,71.88,220900.0,savinjska
"CELJE, NOVI TRG / NOVA VAS",2007,79.0,214899.0,savinjska
"CELJE, NOVI TRG Z ATRIJEM",2006,51.4,169900.0,savinjska
"CELJE, OB MESTNEM PARKU",1800,85.0,140000.0,savinjska
"CELJE, OTOK - TRUBARJEVA ULICA",1960,52.0,115000.0,savinjska
"CELJE, OZKA ULICA 3",1980,85.0,130000.0,savinjska
"CELJE, PENTHOUSE, FOTOGRAFIJA JE SIMBOLIČNA",2004,172.3,460000.0,savinjska
"CELJE, PENTHOUSE, FOTOGRAFIJA JE SIMBOLIČNA",2004,172.3,460000.0,savinjska
"CELJE, POD KOSTANJI",1986,59.0,125000.0,savinjska
"CELJE, POD KOSTANJI",1986,59.0,125000.0,savinjska
"CELJE, SLOMŠKOV TRG",1800,162.6,280000.0,savinjska
"CELJE, SLOMŠKOV TRG",1500,240.5,370000.0,savinjska
"CELJE, SOSESKA MEDLOG, LJUBLJANSKA C.",2022,135.5,335000.0,savinjska
"CELJE, ŠTORE",1959,82.6,135000.0,savinjska
"CELJE, ULICA FRANKOLOVSKIH ŽRTEV",1977,59.0,142000.0,savinjska
"CELJE, VODNIKOVA",2010,95.0,194000.0,savinjska
"CELJE, ZOISOVA ULICA",1962,48.0,99000.0,savinjska
CEROVEC PRI ŠMARJU,1991,65.7,70000.0,savinjska
DOBRNA,2011,53.6,88000.0,savinjska
JAGNJENICA,1960,105.0,99999.0,savinjska
KASAZE,1880,49.8,99000.0,savinjska
KOMPOLE,2012,73.4,195000.0,savinjska
KONJSKO,1920,79.5,1000.0,savinjska
KONJSKO,1920,79.5,143000.0,savinjska
LAŠKO,1967,159.6,144000.0,savinjska
LJUBEČNA,2016,125.0,145000.0,savinjska
LOČE PRI POLJČANAH,2007,77.7,105000.0,savinjska
LOČE PRI POLJČANAH,2007,81.1,108000.0,savinjska
"LUČE, KONJSKI VRH 4",1960,39.8,22000.0,savinjska
MEDLOG,1968,54.19,127500.0,savinjska
MOZIRJE,1963,118.0,120000.0,savinjska
NAZARJE,1963,72.75,160000.0,savinjska
NAZARJE,2012,87.0,199900.0,savinjska
OBREŽJE,2022,23.0,38000.0,savinjska
"OJSTRIŠKA VAS, TABOR",1967,54.3,69900.0,savinjska
"PETROVČE, LEVEC",2008,48.7,129890.0,savinjska
PODČETRTEK,1978,76.0,97500.0,savinjska
PODČETRTEK,1971,112.0,115000.0,savinjska
POLZELA,1988,73.9,173600.0,savinjska
"PREBOLD, SLOVENIJA",1976,42.0,119000.0,savinjska
RADEČE,1679,51.0,39950.0,savinjska
RADEČE,2018,70.0,120000.0,savinjska
"RADEČE, POT NA BROD",1955,92.0,1100.0,savinjska
RATANSKA VAS,1986,30.0,60000.0,savinjska
REČICA OB SAVINJI,1920,329.0,159000.0,savinjska
ROGAŠKA SLATINA,1967,68.59,89000.0,savinjska
ROGAŠKA SLATINA,1978,80.2,119900.0,savinjska
ROGAŠKA SLATINA,2023,80.4,194910.0,savinjska
ROGAŠKA SLATINA,2022,83.1,166440.0,savinjska
ROGAŠKA SLATINA,2022,88.4,169725.0,savinjska
ROGAŠKA SLATINA,1978,118.4,65000.0,savinjska
ROGAŠKA SLATINA,2022,120.0,250186.0,savinjska
ROGAŠKA SLATINA,2022,135.4,323025.0,savinjska
"ROGAŠKA SLATINA, BLIŽINA MEDICINSKEGA CENTRA",2007,90.1,118000.0,savinjska
"ROGAŠKA SLATINA, BLIŽINA MEDICINSKEGA CENTRA",2007,210.7,240000.0,savinjska
"ROGLA, BLIŽNJA OKOLICA, CCA 15KM IZVEN",1982,68.2,110000.0,savinjska
SLOVENSKE KONJICE,1974,56.0,65000.0,savinjska
SLOVENSKE KONJICE,1979,60.0,100000.0,savinjska
SLOVENSKE KONJICE,2022,76.85,193148.0,savinjska
SLOVENSKE KONJICE,2022,78.8,218903.55,savinjska
SLOVENSKE KONJICE,2010,109.2,155000.0,savinjska
SLOVENSKE KONJICE,2022,200.71,367288.2,savinjska
SLOVENSKE KONJICE,2022,207.42,218903.55,savinjska
SLOVENSKE KONJICE,2022,208.2,378954.0,savinjska
SLOVENSKE KONJICE,2022,211.37,249403.3,savinjska
"SLOVENSKE KONJICE, MESTNI TRG",1971,42.8,79900.0,savinjska
"ŠEMPETER V SAVINJSKI DOLINI, MIRNA LOKACIJA",1980,56.47,108800.0,savinjska
ŠENTJUR,1974,50.7,124000.0,savinjska
ŠMARJE PRI JELŠAH,2002,61.2,70000.0,savinjska
ŠMARJE PRI JELŠAH,2021,71.4,148000.0,savinjska
ŠMARJE PRI JELŠAH,2023,93.0,199992.0,savinjska
ŠMARJE PRI JELŠAH,2023,95.0,199882.0,savinjska
ŠMARJE PRI JELŠAH,1880,102.3,120000.0,savinjska
ŠOŠTANJ,2002,30.0,65000.0,savinjska
ŠOŠTANJ,2002,33.0,68000.0,savinjska
ŠOŠTANJ,2006,68.5,102000.0,savinjska
ŠOŠTANJ,1976,80.5,138000.0,savinjska
"ŠOŠTANJ, CENTER",1820,116.0,115000.0,savinjska
ŠTORE,1880,38.0,38000.0,savinjska
ŠTORE,1980,74.5,135000.0,savinjska
ŠTORE,1957,108.0,173000.0,savinjska
"ŠTORE, CELJE",1900,236.0,75000.0,savinjska
"ŠTORE, CESTA NA PEČOVJE 4",1880,49.15,56000.0,savinjska
TOPOLŠICA,2018,92.3,135000.0,savinjska
"TOPOLŠICA, 57",1960,73.8,99000.0,savinjska
TRNOVLJE PRI CELJU,2009,87.71,190000.0,savinjska
TRNOVLJE PRI CELJU,2009,87.71,190000.0,savinjska
"TRNOVLJE PRI CELJU, TRNOVELJSKA CESTA",2006,122.3,244500.0,savinjska
VELENJE,2020,47.7,115000.0,savinjska
VELENJE,1978,54.6,104000.0,savinjska
VELENJE,1978,56.0,2500.0,savinjska
VELENJE,1975,63.0,145000.0,savinjska
VELENJE,1956,68.0,90000.0,savinjska
VELENJE,1963,105.0,177000.0,savinjska
VELENJE,1980,114.2,150000.0,savinjska
VELENJE,1994,126.0,219000.0,savinjska
VELENJE,1984,190.0,250000.0,savinjska
"VELENJE, CENTER - JENKOVA CESTA",1975,64.5,150000.0,savinjska
"VELENJE, CESTA FRANTIŠKA FOITA",1970,72.7,127700.0,savinjska
"VELENJE, GORICA",1978,56.4,120000.0,savinjska
"VELENJE, JENKOVA CESTA 9",1974,57.0,145000.0,savinjska
"VELENJE, KS GORICA",1978,53.89,145000.0,savinjska
"VELENJE, KS GORICA",1976,60.3,127000.0,savinjska
"VELENJE, LEVI BREG",1970,62.5,148000.0,savinjska
"VELENJE, NAD ABANKO NKBM",1963,109.4,179000.0,savinjska
"VELENJE, PREŠERNOVA CESTA 9. A",1972,86.0,180000.0,savinjska
"VELENJE, RUDARSKA CESTA",1959,86.0,168000.0,savinjska
"VELENJE, ŠALEK",2012,110.0,205000.0,savinjska
"VELENJE, ŠALEK 101",2006,66.0,2300.0,savinjska
"VELENJE, TOMŠIČEVA 6",1960,20.0,58000.0,savinjska
"VELENJE, TOMŠIČEVA CESTA",1961,30.0,85000.0,savinjska
VOJNIK,2010,46.3,127000.0,savinjska
VOJNIK,2010,46.3,170848.0,savinjska
VOJNIK,2010,46.7,127570.0,savinjska
VOJNIK,2022,47.53,112781.0,savinjska
VOJNIK,2022,55.34,114540.0,savinjska
VOJNIK,2010,56.8,212142.0,savinjska
VOJNIK,2010,61.0,167000.0,savinjska
VOJNIK,2010,66.0,165300.0,savinjska
VOJNIK,2010,68.1,191000.0,savinjska
VOJNIK,1850,73.8,84500.0,savinjska
VOJNIK,2010,82.0,186256.0,savinjska
VRANSKO,2023,40.81,149778.0,savinjska
VRANSKO,2023,56.17,178533.0,savinjska
VRANSKO,2022,56.17,178533.0,savinjska
VRANSKO,2022,67.89,214905.0,savinjska
VRANSKO,2023,79.43,245315.0,savinjska
VRANSKO,2022,79.43,245315.0,savinjska
VRANSKO,2022,86.73,196406.0,savinjska
VRANSKO,2022,88.0,276552.0,savinjska
VRANSKO,2022,88.0,266154.0,savinjska
VRANSKO,2022,94.87,198761.0,savinjska
VRANSKO,2023,100.85,299399.0,savinjska
VRANSKO,2022,100.85,304240.0,savinjska
VRANSKO,2022,101.72,291412.0,savinjska
VRANSKO,2023,101.72,291412.0,savinjska
VRANSKO,2023,106.58,335350.0,savinjska
VRANSKO,2023,107.25,340653.0,savinjska
VRANSKO,2022,107.25,345002.0,savinjska
VRANSKO,2023,118.3,359837.0,savinjska
VRANSKO,2022,118.3,359837.0,savinjska
VRANSKO,2022,118.3,365515.0,savinjska
VRANSKO,2022,124.66,215681.0,savinjska
VRANSKO,2022,214.35,506054.0,savinjska
"VRANSKO, BRODE",2022,214.35,493193.0,savinjska
ZIDANI MOST,1977,67.3,53000.0,savinjska
ZREČE,1989,28.0,82000.0,savinjska
ZREČE,1982,72.6,90000.0,savinjska
"ZREČE, CESTA NA ROGLO",1986,26.4,76000.0,savinjska
ŽALEC,1971,47.7,105000.0,savinjska
ŽALEC,1983,60.0,140000.0,savinjska
ŽALEC,2018,74.0,164500.0,savinjska
ŽALEC,1950,84.2,137000.0,savinjska
"ŽALEC, BEVKOVA ULICA",1989,68.5,156000.0,savinjska
"ŽALEC, CENTER",1959,62.0,150000.0,savinjska
"ŽALEC, CENTER",2009,63.0,123990.0,savinjska
"ŽALEC, CENTER / BEVKOVA 9",1989,67.4,156000.0,savinjska
"ŽALEC, ČOPOVA ULICA",1980,75.0,152000.0,savinjska
"ŽALEC, ŠLANDROV TRG",1836,106.2,179000.0,savinjska
"ŽALEC, ŠLANDROV TRG",2010,138.0,250000.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S10",2022,37.7,94200.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S12",2022,95.0,202000.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S15",2022,68.1,166000.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S3",2022,104.3,201000.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S6",2022,87.2,206000.0,savinjska
"ŽALEC, ŠLANDROV TRG 1 - ŽALČANKA - S8",2022,86.5,218000.0,savinjska
"ŽALEC, ŠLANDROV TRG 34A",2009,85.15,189888.0,savinjska
"BETNAVA, PRI BETNAVSKEM PARKU",2008,85.9,185000.0,podravska
BREZJE,2023,119.76,178990.0,podravska
HOTINJA VAS,1970,54.84,37000.0,podravska
"MARIBOR, ERJAVČEVA - REZIDENCA SUNSET",2021,66.51,235819.2,podravska
"MARIBOR, ERJAVČEVA - REZIDENCA SUNSET",2022,75.4,236569.28,podravska
"MARIBOR, TOMŠIČEV DREVORED",1939,83.0,219000.0,podravska
"MB - CENTER, IZJEMNA LOKACIJA - LENT",1890,76.8,164900.0,podravska
"MB - CENTER, STROGI, ODLIČNA LOKACIJA",1903,126.0,249000.0,podravska
"POBREŽJE, PENTHOUSE",2022,156.0,319812.0,podravska
POČEHOVA,1888,119.0,160000.0,podravska
"STUDENCI, DRAVSKI KRISTALI, BLIŽINA CENTRA",2024,57.8,118980.0,podravska
"STUDENCI, MARIBOR, DRAVSKI KRISTALI, NOVO",2024,75.1,189540.0,podravska
"STUDENCI, MARIBOR, NOVO",2024,37.9,113760.0,podravska
"TABOR, PRI UKC IN EUROPARKU",1971,82.7,168900.0,podravska
"ZGORNJE RADVANJE, ROŽNODOLSKI GAJ - LACKOVA CESTA",2022,73.1,259790.94,podravska
BETNAVA,1967,55.9,114900.0,podravska
BETNAVA,2014,105.0,249000.0,podravska
BISTRICA OB DRAVI,1970,65.0,91000.0,podravska
BOROVA VAS,1987,58.26,127000.0,podravska
BREZJE,2008,58.3,126900.0,podravska
BREZJE,2023,85.82,194990.0,podravska
BREZJE,2024,97.08,214990.0,podravska
CIGLENCE,2006,200.0,229000.0,podravska
FRAM,1904,309.26,75000.0,podravska
GORIŠNICA,2000,97.2,111780.0,podravska
HOČKO POHORJE,2000,37.5,89990.0,podravska
HRASTJE,2007,62.63,145000.0,podravska
KAMNICA,2003,90.4,199990.0,podravska
KAMNICA,1996,107.1,175000.0,podravska
KAMNICA,1996,125.0,149000.0,podravska
KAMNICA,1991,610.0,620000.0,podravska
"KIDRIČEVO, KRAIGHERJA",1952,82.66,97500.0,podravska
KOROŠKA VRATA,1897,26.8,52900.0,podravska
KOROŠKA VRATA,1918,43.0,99000.0,podravska
KOROŠKA VRATA,2002,63.5,200000.0,podravska
KOROŠKA VRATA,1976,73.45,184000.0,podravska
KOROŠKA VRATA,2007,81.8,189000.0,podravska
KOROŠKA VRATA,1863,86.0,178000.0,podravska
KOROŠKA VRATA,1927,104.5,250000.0,podravska
KOROŠKA VRATA,1910,145.57,239000.0,podravska
"KOROŠKA VRATA, KRAJNČIČEVA ULICA 4",1968,49.14,94000.0,podravska
