Ime,Leto,Velikost,Cena,Regija
BREZJE PRI GROSUPLJEM,2022,75.7,255000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,75.7,255000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,75.7,255000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,75.7,293000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2022,78.0,255000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2006,105.0,290000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2006,105.4,290000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2006,207.1,489000.0,ljubljana-okolica
BREZJE PRI GROSUPLJEM,2006,208.6,430000.0,ljubljana-okolica
BREZOVICA PRI LJUBLJANI,1969,77.8,229000.0,ljubljana-okolica
BREZOVICA PRI LJUBLJANI,1981,147.0,399000.0,ljubljana-okolica
BREZOVICA PRI LJUBLJANI,1981,147.6,364000.0,ljubljana-okolica
BREZOVICA PRI LJUBLJANI,1962,150.0,249000.0,ljubljana-okolica
"ČEŠENIK, DOB - DOMŽALE",2018,84.4,149000.0,ljubljana-okolica
ČRNA PRI KAMNIKU,1945,48.8,99000.0,ljubljana-okolica
DOB,1947,52.1,89000.0,ljubljana-okolica
"DOL PRI LJUBLJANI, 2 PARKIRNI MESTI",2012,85.7,290000.0,ljubljana-okolica
DOLSKO,2003,68.6,275000.0,ljubljana-okolica
"DOLSKO, DOL PRI LJUBLJANI",2003,78.9,197000.0,ljubljana-okolica
DOMŽALE,1982,29.3,129000.0,ljubljana-okolica
DOMŽALE,1982,29.4,150000.0,ljubljana-okolica
DOMŽALE,1964,33.4,127000.0,ljubljana-okolica
DOMŽALE,1986,34.2,109900.0,ljubljana-okolica
DOMŽALE,1982,54.0,188000.0,ljubljana-okolica
DOMŽALE,1966,58.2,179000.0,ljubljana-okolica
DOMŽALE,1960,61.1,183000.0,ljubljana-okolica
DOMŽALE,1978,62.0,189000.0,ljubljana-okolica
DOMŽALE,1971,63.2,205000.0,ljubljana-okolica
DOMŽALE,2006,65.2,210000.0,ljubljana-okolica
DOMŽALE,1974,65.3,209000.0,ljubljana-okolica
DOMŽALE,1975,69.5,180000.0,ljubljana-okolica
DOMŽALE,1997,70.3,219000.0,ljubljana-okolica
DOMŽALE,1974,73.0,221000.0,ljubljana-okolica
DOMŽALE,1977,74.0,200000.0,ljubljana-okolica
DOMŽALE,1977,75.4,235000.0,ljubljana-okolica
DOMŽALE,2009,77.3,245000.0,ljubljana-okolica
DOMŽALE,1972,84.9,234000.0,ljubljana-okolica
DOMŽALE,1982,94.2,246000.0,ljubljana-okolica
DOMŽALE,1982,94.3,246000.0,ljubljana-okolica
DOMŽALE,1982,94.3,246000.0,ljubljana-okolica
DOMŽALE,1982,94.9,247000.0,ljubljana-okolica
DOMŽALE,1972,101.2,229000.0,ljubljana-okolica
DOMŽALE,1927,110.3,129000.0,ljubljana-okolica
DOMŽALE,2004,118.0,312000.0,ljubljana-okolica
DOMŽALE,1975,143.98,300000.0,ljubljana-okolica
DOMŽALE,1938,184.0,349000.0,ljubljana-okolica
"DOMŽALE, ALJAŽEVA ULICA",2007,50.7,188000.0,ljubljana-okolica
"DOMŽALE, CENTER",1982,27.6,119000.0,ljubljana-okolica
"DOMŽALE, CENTER",1972,68.7,195000.0,ljubljana-okolica
"DOMŽALE, CENTER, LJUBLJANSKA CESTA",1982,29.3,128990.0,ljubljana-okolica
"DOMŽALE, CENTER, ODLIČNA NALOŽBA",1986,34.2,109000.0,ljubljana-okolica
"DOMŽALE, KRAKOVSKA CESTA",2017,73.7,210000.0,ljubljana-okolica
"DOMŽALE, KROŽNA ULICA",2010,91.1,328000.0,ljubljana-okolica
"DOMŽALE, LASTNIŠKO PARKIRNO MESTO",1997,57.6,225000.0,ljubljana-okolica
"DOMŽALE, LJUBLJANSKA CESTA",1982,29.3,129000.0,ljubljana-okolica
"DOMŽALE, LJUBLJANSKA CESTA",1966,63.7,219000.0,ljubljana-okolica
"DOMŽALE, MIKLOŠIČEVA",1974,80.0,259000.0,ljubljana-okolica
"DOMŽALE, OKOLICA TRGOV. CENTRA BREZA",2000,80.0,239000.0,ljubljana-okolica
"DOMŽALE, PRESERJE PRI RADOMLJAH",2018,107.2,459000.0,ljubljana-okolica
"DOMŽALE, PRESERJE PRI RADOMLJAH",2020,184.0,269000.0,ljubljana-okolica
"DOMŽALE, SAVSKA CESTA",2003,83.6,259000.0,ljubljana-okolica
"DOMŽALE, ŠTUDA PRI DOMŽALAH",2004,118.25,312000.0,ljubljana-okolica
"DOMŽALE, VIR",2000,61.7,195000.0,ljubljana-okolica
DRAGOMELJ,1967,42.0,167900.0,ljubljana-okolica
DRAGOMELJ,2005,47.8,163000.0,ljubljana-okolica
DRAGOMELJ,2006,56.0,188000.0,ljubljana-okolica
DRAGOMELJ,2006,64.57,188000.0,ljubljana-okolica
DRAGOMELJ,2005,86.0,214900.0,ljubljana-okolica
"DRAGOMELJ, NOVI",2006,74.9,249000.0,ljubljana-okolica
DRENOV GRIČ,2006,60.0,238000.0,ljubljana-okolica
"DRENOV GRIČ, 3 ENOTE, 12KM DO LJ., VRHNIKA 5KM",2022,60.0,219000.0,ljubljana-okolica
DUPLICA,1983,56.1,170000.0,ljubljana-okolica
DUPLICA,1982,95.2,215000.0,ljubljana-okolica
"DUPLICA, DOBRA LOKACIJA, BLIZU CENTRA",1982,99.4,200000.0,ljubljana-okolica
"DUPLICA, KAMNIK",1997,118.4,299000.0,ljubljana-okolica
"GABROVKA, 60",1974,35.0,46000.0,ljubljana-okolica
GORIČANE,1898,51.0,147000.0,ljubljana-okolica
GROSUPLJE,1983,57.3,183000.0,ljubljana-okolica
GROSUPLJE,1968,89.61,185000.0,ljubljana-okolica
GROSUPLJE,2007,94.4,298000.0,ljubljana-okolica
"GROSUPLJE, CENTER ŠMARJE - SAP",2023,68.74,258598.0,ljubljana-okolica
"GROSUPLJE, CENTER ŠMARJE - SAP",2023,82.95,297625.0,ljubljana-okolica
"GROSUPLJE, CENTER ŠMARJE - SAP",2022,82.95,297625.0,ljubljana-okolica
"GROSUPLJE, CENTER ŠMARJE - SAP, NA VRHU STAVBE",2022,89.61,248855.0,ljubljana-okolica
"GROSUPLJE, CENTER ŠMARJE - ŠAP",2022,68.43,258598.0,ljubljana-okolica
"GROSUPLJE, SONČNI DVORI",2004,51.5,159000.0,ljubljana-okolica
"HORJUL, PRI OBČINI",1957,100.83,158000.0,ljubljana-okolica
"IG, 7 KM OD TRGOVSKEGA CENTRA RUDNIK",1980,85.0,137000.0,ljubljana-okolica
IHAN,1989,67.67,175000.0,ljubljana-okolica
IVANČNA GORICA,2008,84.4,265000.0,ljubljana-okolica
JEVNICA,2012,142.0,250000.0,ljubljana-okolica
"JEVNICA, LJ. OKOLICA",2012,142.0,250000.0,ljubljana-okolica
JEZERO,2024,113.4,315000.0,ljubljana-okolica
KALCE,2020,112.0,250000.0,ljubljana-okolica
KAMNIK,1948,28.1,99000.0,ljubljana-okolica
KAMNIK,1996,29.9,114000.0,ljubljana-okolica
KAMNIK,1982,36.47,139000.0,ljubljana-okolica
KAMNIK,1963,43.9,155000.0,ljubljana-okolica
KAMNIK,2017,49.35,136000.0,ljubljana-okolica
KAMNIK,2011,49.8,135000.0,ljubljana-okolica
KAMNIK,1960,50.0,188000.0,ljubljana-okolica
KAMNIK,2008,66.0,210000.0,ljubljana-okolica
KAMNIK,1961,76.8,197000.0,ljubljana-okolica
KAMNIK,1999,81.75,340000.0,ljubljana-okolica
KAMNIK,2007,90.4,305000.0,ljubljana-okolica
KAMNIK,2018,92.5,457000.0,ljubljana-okolica
KAMNIK,2006,110.61,383000.0,ljubljana-okolica
KAMNIK,1985,121.2,239000.0,ljubljana-okolica
KAMNIK,2021,168.8,450000.0,ljubljana-okolica
KAMNIK POD KRIMOM,1974,68.0,99000.0,ljubljana-okolica
"KAMNIK, CENTER",2004,34.3,133000.0,ljubljana-okolica
"KAMNIK, CENTER",1720,52.2,119000.0,ljubljana-okolica
"KAMNIK, CENTER MESTA",2004,55.54,207000.0,ljubljana-okolica
"KAMNIK, DUPLICA",2021,168.8,450000.0,ljubljana-okolica
"KAMNIK, LIVARSKA ULICA",1988,61.0,211000.0,ljubljana-okolica
"KAMNIK, LJUBLJANSKA CESTA",2004,79.7,270000.0,ljubljana-okolica
"KAMNIK, SLOVENIJA",1974,47.2,140000.0,ljubljana-okolica
"KAMNIK, SLOVENIJA",2002,90.0,319000.0,ljubljana-okolica
"KAMNIK, SOSESKA MALI GRAD",2004,36.0,137000.0,ljubljana-okolica
"KAMNIK, STARO MESTNO JEDRO CENTER",1868,138.0,298000.0,ljubljana-okolica
"KAMNIK, ŠUTNA - CENTER",1940,82.0,220000.0,ljubljana-okolica
"KAMNIK, ŽUPANČIČEVA ULICA",1959,77.0,189000.0,ljubljana-okolica
KOMENDA,1979,103.7,240000.0,ljubljana-okolica
"KOMENDA, KLANEC",2008,85.6,285000.0,ljubljana-okolica
KOŠIŠE,1947,102.0,175000.0,ljubljana-okolica
LAVRICA,2000,47.8,195000.0,ljubljana-okolica
LAVRICA,2008,59.6,227000.0,ljubljana-okolica
LAVRICA,2008,59.6,227000.0,ljubljana-okolica
LAVRICA,2009,75.0,340000.0,ljubljana-okolica
LAVRICA,2009,75.0,4000.0,ljubljana-okolica
LAVRICA,2008,81.3,360000.0,ljubljana-okolica
LAVRICA,2009,81.7,362000.0,ljubljana-okolica
LAVRICA,2012,100.0,273000.0,ljubljana-okolica
LAVRICA,2012,123.0,390000.0,ljubljana-okolica
LAVRICA,2012,123.0,390000.0,ljubljana-okolica
"LAVRICA, DOLENJSKA CESTA",2008,61.2,234900.0,ljubljana-okolica
"LAVRICA, OB POTOKU",2009,62.5,252000.0,ljubljana-okolica
"LAVRICA, OGRINOVA",2009,62.4,288000.0,ljubljana-okolica
"LAVRICA, OGRINOVA ULICA",2009,63.0,252000.0,ljubljana-okolica
"LAVRICA, VRTEC, ŠOLA, LPP, TRGOVINA. .",2000,47.8,195000.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM DO LJ.",2022,80.0,279999.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM DO LJ.",2022,100.0,289999.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM DO LJ., 2, 5 HORJULA",2022,120.0,319999.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM_LJ., VRHNIKA_5KM",2022,80.0,279999.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM_LJ., VRHNIKA_5KM",2022,100.0,289999.0,ljubljana-okolica
"LESNO BRDO - DEL, 12 KM_LJ., VRHNIKA_5KM",2022,120.0,319999.0,ljubljana-okolica
"LESNO BRDO - DEL, BRDO12 KM_LJ., VRHNIKA_5KM",2022,60.0,219000.0,ljubljana-okolica
LITIJA,1977,77.9,154900.0,ljubljana-okolica
"LITIJA, CESTA KOMANDANTA STANETA",1973,34.0,88400.0,ljubljana-okolica
"LITIJA, MAISTROVA",1985,52.0,129500.0,ljubljana-okolica
"LITIJA, NA DOBRAVI",1955,85.6,194000.0,ljubljana-okolica
"LITIJA, PARMOVA",1927,57.6,109000.0,ljubljana-okolica
LOG PRI BREZOVICI,2016,106.0,359000.0,ljubljana-okolica
"LOG PRI BREZOVICI, PREDMESTJE LJ.",2003,198.8,315000.0,ljubljana-okolica
"LOG PRI BREZOVICI, VRHOVČEVA C., Z ATRIJEM",2001,85.2,229000.0,ljubljana-okolica
LOGATEC,1981,22.8,90000.0,ljubljana-okolica
LOGATEC,1950,44.0,83000.0,ljubljana-okolica
LOGATEC,2016,58.2,245000.0,ljubljana-okolica
LOGATEC,1910,68.0,150000.0,ljubljana-okolica
LOGATEC,1910,94.5,145000.0,ljubljana-okolica
LOGATEC,1985,100.0,143000.0,ljubljana-okolica
LOGATEC,2022,119.7,259000.0,ljubljana-okolica
LOGATEC,2022,123.4,227000.0,ljubljana-okolica
LOGATEC,2022,130.5,236000.0,ljubljana-okolica
"LOGATEC, CENTER",1968,24.4,81000.0,ljubljana-okolica
"LOGATEC, GRAD",2022,94.3,212000.0,ljubljana-okolica
"LOGATEC, GRAD",2022,142.0,295000.0,ljubljana-okolica
"LOGATEC, PAVŠIČEVA ULICA",1987,33.7,114000.0,ljubljana-okolica
"LUKOVICA PRI DOMŽALAH, PRIJETNO STANOVANJE Z BALKONOM V TROS...",1936,100.0,180000.0,ljubljana-okolica
"LUKOVICA PRI DOMŽALAH, PRIJETNO, PROSTORNO STANOVANJE S FUNK...",1936,90.2,200000.0,ljubljana-okolica
MALA KOSTREVNICA,1917,56.0,69000.0,ljubljana-okolica
"MALA LOKA, GARAŽA, 3 PARKIRNA MESTA",2003,82.1,240000.0,ljubljana-okolica
MALO HUDO,1995,125.0,230000.0,ljubljana-okolica
"MALO HUDO, MINUTA OD IVANČNE GORICE",1940,116.9,159000.0,ljubljana-okolica
MEDVODE,1963,50.15,179000.0,ljubljana-okolica
MEDVODE,1997,80.0,228000.0,ljubljana-okolica
MEDVODE,2004,123.7,349000.0,ljubljana-okolica
MEDVODE,2019,186.9,611919.0,ljubljana-okolica
MEDVODE,2019,195.2,639094.0,ljubljana-okolica
MEDVODE,2019,195.8,641058.0,ljubljana-okolica
MEDVODE,2019,366.0,1337660.0,ljubljana-okolica
"MEDVODE, DVOSOBNO STANOVANJE Z ATRIJEM",1978,59.4,239000.0,ljubljana-okolica
"MEDVODE, KRŽIŠNIKOVA ULICA",1988,64.6,190000.0,ljubljana-okolica
"MEDVODE, NASELJE PRESKA",1976,64.7,225000.0,ljubljana-okolica
"MEDVODE, PRESKA",1976,61.5,229000.0,ljubljana-okolica
"MEDVODE, PRESKA",1976,62.0,200000.0,ljubljana-okolica
"MEDVODE, VRHUNSKI RAZGLEDI, 3, 5 M VISOKI STROPI, PROSTORNE ...",2019,156.7,611920.0,ljubljana-okolica
"MEDVODE, VRHUNSKI RAZGLEDI, 3, 5 M VISOKI STROPI, PROSTORNE ...",2019,163.8,641059.0,ljubljana-okolica
"MEDVODE, VRHUNSKI RAZGLEDI, 3, 5 M VISOKI STROPI, PROSTORNE ...",2019,164.3,641059.0,ljubljana-okolica
"MEDVODE, VRHUNSKI RAZGLEDI, 3, 5 M VISOKI STROPI, PROSTORNE ...",2019,331.0,1337660.0,ljubljana-okolica
MEKINJE,2016,39.4,164000.0,ljubljana-okolica
MEKINJE,2011,48.0,155000.0,ljubljana-okolica
MEKINJE,1920,52.0,97000.0,ljubljana-okolica
MENGEŠ,2019,74.8,300000.0,ljubljana-okolica
MENGEŠ,2010,103.7,450000.0,ljubljana-okolica
MOSTE,2007,33.1,135000.0,ljubljana-okolica
"MOSTE, ZELENI GOZDIČEK",2007,107.38,320000.0,ljubljana-okolica
MOTNIK,1952,66.0,135000.0,ljubljana-okolica
NOTRANJE GORICE,1960,60.0,275000.0,ljubljana-okolica
NOTRANJE GORICE,1996,184.0,550000.0,ljubljana-okolica
NOTRANJE GORICE,1996,310.0,1100000.0,ljubljana-okolica
"PIJAVA GORICA, PRENOVLJENO, ATRIJSKO STANOVANJE",1985,68.0,260000.0,ljubljana-okolica
POLICA,2022,119.0,265000.0,ljubljana-okolica
POLICA,2022,119.3,265000.0,ljubljana-okolica
POLICA,2022,119.3,265000.0,ljubljana-okolica
POLICA,2022,119.3,265000.0,ljubljana-okolica
POLICA,2022,119.3,265000.0,ljubljana-okolica
POLICA,2022,123.2,265000.0,ljubljana-okolica
POLICA,2022,123.2,265000.0,ljubljana-okolica
POLICA,2022,124.5,265000.0,ljubljana-okolica
POLICA,2022,124.5,265000.0,ljubljana-okolica
PRESERJE,2022,72.0,220000.0,ljubljana-okolica
PRESERJE,2022,142.0,340000.0,ljubljana-okolica
PRESERJE,2022,151.0,290000.0,ljubljana-okolica
PRESERJE PRI RADOMLJAH,1968,38.4,129900.0,ljubljana-okolica
PRESERJE PRI RADOMLJAH,2007,77.2,239000.0,ljubljana-okolica
"PRESERJE, BREZOVICA",1920,63.0,129000.0,ljubljana-okolica
RADOMLJE,1959,56.0,198000.0,ljubljana-okolica
"RADOMLJE, STANOVANJE Z VELIKIM ATRIJEM IN 3 PARKIRIŠČI",2018,107.2,459000.0,ljubljana-okolica
RIBČE,1989,85.0,135000.0,ljubljana-okolica
RIBČE,1989,110.0,198000.0,ljubljana-okolica
SELO PRI IHANU,2005,60.0,95000.0,ljubljana-okolica
"SMLEDNIK, VABURGA",1954,90.0,238000.0,ljubljana-okolica
SPODNJE JARŠE,1995,200.0,452000.0,ljubljana-okolica
SREDNJE JARŠE,2004,99.3,229000.0,ljubljana-okolica
ŠKOFLJICA,1995,33.3,148000.0,ljubljana-okolica
ŠKOFLJICA,1912,119.0,235000.0,ljubljana-okolica
ŠKOFLJICA,1912,129.9,235000.0,ljubljana-okolica
ŠKOFLJICA,1912,187.1,235000.0,ljubljana-okolica
ŠMARJE - SAP,2007,60.0,192000.0,ljubljana-okolica
ŠMARJE - SAP,2022,68.43,258598.0,ljubljana-okolica
ŠMARJE - SAP,2023,68.43,258598.0,ljubljana-okolica
ŠMARJE - SAP,2023,69.15,258598.0,ljubljana-okolica
ŠMARJE - SAP,2022,72.64,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,72.64,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,72.64,298856.0,ljubljana-okolica
ŠMARJE - SAP,2022,72.64,297625.0,ljubljana-okolica
ŠMARJE - SAP,2020,72.64,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,82.42,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,82.95,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,82.95,297625.0,ljubljana-okolica
ŠMARJE - SAP,2022,82.95,298856.0,ljubljana-okolica
ŠMARJE - SAP,2023,82.95,297625.0,ljubljana-okolica
ŠMARJE - SAP,2023,82.95,298856.0,ljubljana-okolica
ŠMARJE - SAP,2023,93.0,259598.0,ljubljana-okolica
ŠMARJE - SAP,2023,93.43,259598.0,ljubljana-okolica
ŠMARJE - SAP,2023,93.47,258598.0,ljubljana-okolica
ŠMARJE - SAP,2023,107.42,297625.0,ljubljana-okolica
ŠMARJE - SAP,2023,107.95,298856.0,ljubljana-okolica
ŠMARJE - SAP,2023,107.95,298856.0,ljubljana-okolica
ŠMARJE - SAP,2023,107.95,297625.0,ljubljana-okolica
ŠMARJE - SAP,2023,107.95,297625.0,ljubljana-okolica
ŠMARJE - SAP,2023,111.07,298856.0,ljubljana-okolica
ŠMARJE - SAP,2023,129.35,349526.0,ljubljana-okolica
ŠMARJE - SAP,1951,130.0,210000.0,ljubljana-okolica
ŠMARJE - SAP,2001,158.0,310000.0,ljubljana-okolica
"ŠMARTNO PRI LITIJI, STARETOV TRG",1868,36.2,79000.0,ljubljana-okolica
TRZIN,2000,69.6,279900.0,ljubljana-okolica
TRZIN,1997,77.0,306000.0,ljubljana-okolica
TRZIN,2012,266.0,570000.0,ljubljana-okolica
TRZIN,2012,266.0,570000.0,ljubljana-okolica
TRZIN,2012,373.81,745000.0,ljubljana-okolica
"TRZIN, LJUBLJANSKA CESTA",2000,65.65,279900.0,ljubljana-okolica
"TRZIN, OB REKI PŠATI",2000,65.65,279900.0,ljubljana-okolica
"TRZIN, SLOVENIJA",2009,68.0,327000.0,ljubljana-okolica
VERD,1891,55.9,178000.0,ljubljana-okolica
VIDEM,2004,43.2,154000.0,ljubljana-okolica
VIDEM,2007,70.0,189000.0,ljubljana-okolica
VIDEM,1980,100.0,340000.0,ljubljana-okolica
"VIDEM, DOL PRI LJUBLJANI",2004,41.2,139900.0,ljubljana-okolica
VIR,1960,50.0,240000.0,ljubljana-okolica
VIR,2000,61.7,195000.0,ljubljana-okolica
VIR,2007,80.5,328000.0,ljubljana-okolica
VNANJE GORICE,2009,181.0,298000.0,ljubljana-okolica
VRHNIKA,1880,20.9,85000.0,ljubljana-okolica
VRHNIKA,1968,36.9,142500.0,ljubljana-okolica
VRHNIKA,2007,46.0,185000.0,ljubljana-okolica
VRHNIKA,1898,53.3,159000.0,ljubljana-okolica
VRHNIKA,1974,60.1,235000.0,ljubljana-okolica
VRHNIKA,1986,62.0,185000.0,ljubljana-okolica
VRHNIKA,1990,67.7,200000.0,ljubljana-okolica
VRHNIKA,1990,67.7,200000.0,ljubljana-okolica
VRHNIKA,1985,87.0,274500.0,ljubljana-okolica
"VRHNIKA, BALKON, IZREDNO UREJENO",1968,43.0,142500.0,ljubljana-okolica
"VRHNIKA, CENTER, ODPRT POGLED, PARKING",1970,32.7,139000.0,ljubljana-okolica
"VRHNIKA, POSEBNA PONUDBA",1860,205.0,220000.0,ljubljana-okolica
"VRHNIKA, POSEBNA PONUDBA",1860,205.0,220000.0,ljubljana-okolica
"VRHNIKA, POSEBNA PONUDBA",1860,205.0,220000.0,ljubljana-okolica
"VRHNIKA, VRTNARIJA",1990,67.7,200000.0,ljubljana-okolica
"ZABORŠT, GASILSKA ULICA",1991,58.7,178000.0,ljubljana-okolica
ŽLEBE,1950,114.9,165000.0,ljubljana-okolica
KRANJ,2023,84.54,319000.0,gorenjska
KRANJ,1948,100.4,222000.0,gorenjska
KRANJ,2023,119.08,393000.0,gorenjska
KRANJ,2021,123.9,321000.0,gorenjska
"KRANJ, PLANINA III.",1985,93.2,219000.0,gorenjska
"KRANJ, VODOVODNI STOLP",1964,81.5,206000.0,gorenjska
"KRANJ, ZLATO POLJE",1961,75.0,239000.0,gorenjska
BEGUNJE NA GORENJSKEM,1987,62.3,157000.0,gorenjska
BEGUNJE NA GORENJSKEM,1900,76.1,68000.0,gorenjska
BISTRICA PRI TRŽIČU,1995,52.8,165000.0,gorenjska
BISTRICA PRI TRŽIČU,1974,55.0,175000.0,gorenjska
BISTRICA PRI TRŽIČU,1973,56.9,185000.0,gorenjska
BISTRICA PRI TRŽIČU,1973,57.0,185000.0,gorenjska
BISTRICA PRI TRŽIČU,2017,65.0,179000.0,gorenjska
BISTRICA PRI TRŽIČU,1969,80.0,197000.0,gorenjska
BISTRICA PRI TRŽIČU,1974,80.0,199000.0,gorenjska
"BISTRICA PRI TRŽIČU, SLO",1975,55.0,109000.0,gorenjska
BLED,1930,18.0,90000.0,gorenjska
BLED,1975,20.6,130000.0,gorenjska
BLED,1910,23.5,129000.0,gorenjska
BLED,1980,26.0,127000.0,gorenjska
BLED,1986,46.0,139900.0,gorenjska
BLED,1984,47.9,169000.0,gorenjska
BLED,1984,48.0,169000.0,gorenjska
BLED,1970,63.0,245000.0,gorenjska
BLED,1968,74.9,229000.0,gorenjska
BLED,1974,82.0,290000.0,gorenjska
BLED,1981,83.6,246000.0,gorenjska
BLED,1889,83.95,378000.0,gorenjska
BLED,1955,107.3,270000.0,gorenjska
BLED,1981,201.0,420000.0,gorenjska
"BLED, RIBENSKA CESTA",2006,55.9,285000.0,gorenjska
"BLED, V NASELJU",1966,51.25,140000.0,gorenjska
BLEJSKA DOBRAVA,1906,75.0,99000.0,gorenjska
BRITOF,1950,36.6,72000.0,gorenjska
BRITOF,2022,117.3,344097.0,gorenjska
BRITOF,1984,177.0,159000.0,gorenjska
"BRITOF, NOVO NASELJE VOGE, KRANJ",2023,127.5,337655.0,gorenjska
CERKLJE NA GORENJSKEM,1965,13.6,72000.0,gorenjska
CERKLJE NA GORENJSKEM,2007,53.9,162000.0,gorenjska
CERKLJE NA GORENJSKEM,2022,70.0,245000.0,gorenjska
GOLNIK,1976,68.35,210000.0,gorenjska
"GORELJEK, POKLJUKA",2007,34.75,245000.0,gorenjska
"GORELJEK, POKLJUKA",2007,36.7,217000.0,gorenjska
"GORELJEK, POKLJUKA",2007,54.9,351000.0,gorenjska
"GORELJEK, POKLJUKA",2007,57.95,358000.0,gorenjska
"GORELJEK, POKLJUKA",2007,68.46,444000.0,gorenjska
"GORELJEK, POKLJUKA - NA ODLIČNI LOKACIJI",2007,37.36,221000.0,gorenjska
JESENICE,1973,53.1,118500.0,gorenjska
JESENICE,1963,60.3,109900.0,gorenjska
JESENICE,1978,60.48,107700.0,gorenjska
JESENICE,1955,65.4,126000.0,gorenjska
JESENICE,1980,68.0,130000.0,gorenjska
JESENICE,1972,68.52,96000.0,gorenjska
JESENICE,1972,70.0,160000.0,gorenjska
JESENICE,1975,70.7,124623.0,gorenjska
JESENICE,1976,70.8,180000.0,gorenjska
JESENICE,1980,78.0,135000.0,gorenjska
JESENICE,1960,94.68,150000.0,gorenjska
JESENICE,2016,123.7,310000.0,gorenjska
"JESENICE, CESTA BORISA KIDRIČA",1926,34.5,82000.0,gorenjska
"JESENICE, CESTA CIRILA TAVČARJA",1976,54.9,125000.0,gorenjska
"JESENICE, CESTA CIRILA TAVČARJA",1978,73.0,150000.0,gorenjska
"JESENICE, CESTA FRANCETA PREŠERNA",1935,83.0,121000.0,gorenjska
"JESENICE, CESTA MARŠALA TITA",1959,23.0,92000.0,gorenjska
"JESENICE, CESTA MARŠALA TITA",1972,57.9,125000.0,gorenjska
"JESENICE, CESTA MARŠALA TITA",1980,61.2,125000.0,gorenjska
"JESENICE, CESTA REVOLUCIJE",1962,73.5,125000.0,gorenjska
"JESENICE, PODMEŽAKLA",2010,110.0,205000.0,gorenjska
KOKRICA,1963,55.0,150000.0,gorenjska
"KOKRICA, KRANJ, CESTA NA BELO",1963,55.0,150000.0,gorenjska
KOROŠKA BELA,1928,112.0,129000.0,gorenjska
KRANJ,1966,36.4,160000.0,gorenjska
KRANJ,1936,37.1,115000.0,gorenjska
KRANJ,1998,40.5,135700.0,gorenjska
KRANJ,1955,45.2,146000.0,gorenjska
KRANJ,1989,50.0,133000.0,gorenjska
KRANJ,1964,50.7,185000.0,gorenjska
KRANJ,1964,53.1,179000.0,gorenjska
KRANJ,1989,54.2,160000.0,gorenjska
KRANJ,1980,61.6,190000.0,gorenjska
KRANJ,1978,61.9,205000.0,gorenjska
KRANJ,2022,62.5,223000.0,gorenjska
KRANJ,1986,64.0,195000.0,gorenjska
KRANJ,1943,64.4,148700.0,gorenjska
KRANJ,1974,66.2,199000.0,gorenjska
KRANJ,1985,67.2,198000.0,gorenjska
KRANJ,1905,67.2,215000.0,gorenjska
KRANJ,1953,67.3,184000.0,gorenjska
KRANJ,1979,72.0,269000.0,gorenjska
KRANJ,1989,73.9,189000.0,gorenjska
KRANJ,1975,74.6,238000.0,gorenjska
KRANJ,1978,74.6,276000.0,gorenjska
KRANJ,1974,80.03,245000.0,gorenjska
KRANJ,1966,81.0,235000.0,gorenjska
KRANJ,2008,81.0,275000.0,gorenjska
KRANJ,1959,88.1,185000.0,gorenjska
KRANJ,1916,88.3,153000.0,gorenjska
KRANJ,2015,91.9,359000.0,gorenjska
KRANJ,1967,92.0,249000.0,gorenjska
KRANJ,1977,93.5,293000.0,gorenjska
KRANJ,2022,95.5,315000.0,gorenjska
KRANJ,1800,100.0,149000.0,gorenjska
KRANJ,1987,105.67,358000.0,gorenjska
KRANJ,1942,106.0,230000.0,gorenjska
KRANJ,2022,108.5,272500.0,gorenjska
KRANJ,2022,109.5,327000.0,gorenjska
KRANJ,2022,134.2,325000.0,gorenjska
KRANJ,2022,134.7,338000.0,gorenjska
KRANJ,2009,153.7,375000.0,gorenjska
KRANJ,2022,170.0,275000.0,gorenjska
KRANJ,1929,219.4,317000.0,gorenjska
KRANJ,1865,220.0,590000.0,gorenjska
KRANJ,1979,230.0,395000.0,gorenjska
"KRANJ, BALKON, ISKANA SOSESKA",1960,51.4,150000.0,gorenjska
"KRANJ, BALKON, ROMANTIČEN POGLED NA ALPE",1973,61.6,189000.0,gorenjska
"KRANJ, BLIŽINA LETNEGA BAZENA",1964,81.0,219000.0,gorenjska
